"Station.No","Location","Date","Hour","API","Pollutant"
19,"Kg. Air Putih, Taiping",2013-10-10,15,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-10,16,0,"0"
19,"Kg. Air Putih, Taiping",2013-10-10,17,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-10,18,39,"c"
19,"Kg. Air Putih, Taiping",2013-10-10,19,31,"c"
19,"Kg. Air Putih, Taiping",2013-10-10,20,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-10,21,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-10,22,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-10,23,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-10,24,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,1,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,2,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,3,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,4,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,5,33,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,6,33,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,7,33,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,8,34,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,9,34,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,10,35,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,11,37,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,12,38,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,13,39,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,14,40,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,15,41,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,16,40,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,17,42,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,18,45,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,19,44,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,20,43,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,21,43,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,22,42,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,23,41,"*"
19,"Kg. Air Putih, Taiping",2013-10-11,24,41,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,1,41,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,2,41,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,3,40,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,4,39,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,5,36,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,6,35,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,7,34,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,8,34,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,9,33,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,10,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,11,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,12,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,13,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,14,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,15,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,16,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,17,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,18,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,19,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,20,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,21,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,22,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,23,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-12,24,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,1,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,2,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,3,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,4,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,5,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,6,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,7,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,8,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,9,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,10,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,11,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,12,0,"0"
19,"Kg. Air Putih, Taiping",2013-10-13,13,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,14,0,"0"
19,"Kg. Air Putih, Taiping",2013-10-13,15,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,16,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,17,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,18,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,19,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,20,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,21,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,22,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,23,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-13,24,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,1,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,2,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,3,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,4,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,5,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,6,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,7,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,8,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,9,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,10,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,11,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,12,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,13,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,14,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,15,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,16,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,17,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,18,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,19,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,20,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,21,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,22,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,23,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-14,24,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,1,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,2,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,3,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,4,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,5,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,6,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,7,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,8,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,9,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,10,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,11,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,12,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,13,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,14,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,15,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,16,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,17,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,18,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,19,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,20,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,21,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,22,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,23,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-15,24,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,1,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,2,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,3,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,4,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,5,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,6,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,7,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,8,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,9,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,10,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,11,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,12,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,13,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,14,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,15,25,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,16,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,17,25,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,18,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,19,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,20,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,21,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,22,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,23,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-16,24,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,1,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,2,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,3,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,4,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,5,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,6,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,7,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,8,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,9,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,10,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,11,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,12,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,13,35,"c"
19,"Kg. Air Putih, Taiping",2013-10-17,14,34,"c"
19,"Kg. Air Putih, Taiping",2013-10-17,15,33,"c"
19,"Kg. Air Putih, Taiping",2013-10-17,16,38,"c"
19,"Kg. Air Putih, Taiping",2013-10-17,17,42,"c"
19,"Kg. Air Putih, Taiping",2013-10-17,18,39,"c"
19,"Kg. Air Putih, Taiping",2013-10-17,19,29,"c"
19,"Kg. Air Putih, Taiping",2013-10-17,20,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,21,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,22,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,23,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-17,24,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,1,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,2,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,3,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,4,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,5,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,6,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,7,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,8,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,9,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,10,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,11,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,12,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,13,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,14,31,"c"
19,"Kg. Air Putih, Taiping",2013-10-18,15,32,"c"
19,"Kg. Air Putih, Taiping",2013-10-18,16,30,"c"
19,"Kg. Air Putih, Taiping",2013-10-18,17,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,18,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,19,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,20,25,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,21,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,22,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,23,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-18,24,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,1,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,2,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,3,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,4,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,5,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,6,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,7,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,8,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,9,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,10,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,11,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,12,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,13,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,14,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,15,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,16,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,17,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,18,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,19,33,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,20,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,21,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,22,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,23,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-19,24,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,1,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,2,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,3,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,4,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,5,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,6,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,7,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,8,25,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,9,25,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,10,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,11,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,12,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,13,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,14,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,15,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,16,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,17,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,18,17,"c"
19,"Kg. Air Putih, Taiping",2013-10-20,19,14,"c"
19,"Kg. Air Putih, Taiping",2013-10-20,20,9,"*"
19,"Kg. Air Putih, Taiping",2013-10-20,21,10,"c"
19,"Kg. Air Putih, Taiping",2013-10-20,22,14,"c"
19,"Kg. Air Putih, Taiping",2013-10-20,23,11,"c"
19,"Kg. Air Putih, Taiping",2013-10-20,24,10,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,1,10,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,2,10,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,3,10,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,4,10,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,5,10,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,6,11,"c"
19,"Kg. Air Putih, Taiping",2013-10-21,7,10,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,8,9,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,9,9,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,10,9,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,11,13,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,12,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,13,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,14,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,15,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,16,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,17,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,18,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,19,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,20,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,21,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,22,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,23,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-21,24,15,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,1,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,2,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,3,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,4,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,5,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,6,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,7,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,8,17,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,9,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,10,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,11,16,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,12,17,"c"
19,"Kg. Air Putih, Taiping",2013-10-22,13,20,"c"
19,"Kg. Air Putih, Taiping",2013-10-22,14,21,"c"
19,"Kg. Air Putih, Taiping",2013-10-22,15,18,"c"
19,"Kg. Air Putih, Taiping",2013-10-22,16,20,"c"
19,"Kg. Air Putih, Taiping",2013-10-22,17,21,"c"
19,"Kg. Air Putih, Taiping",2013-10-22,18,22,"c"
19,"Kg. Air Putih, Taiping",2013-10-22,19,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,20,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,21,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,22,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,23,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-22,24,25,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,1,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,2,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,3,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,4,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,5,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,6,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,7,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,8,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,9,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,10,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,11,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,12,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,13,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,14,33,"c"
19,"Kg. Air Putih, Taiping",2013-10-23,15,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,16,33,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,17,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,18,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,19,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,20,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,21,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,22,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,23,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-23,24,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,1,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,2,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,3,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,4,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,5,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,6,0,"0"
19,"Kg. Air Putih, Taiping",2013-10-24,7,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,8,24,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,9,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,10,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,11,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,12,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,13,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,14,0,"0"
19,"Kg. Air Putih, Taiping",2013-10-24,15,0,"0"
19,"Kg. Air Putih, Taiping",2013-10-24,16,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,17,26,"c"
19,"Kg. Air Putih, Taiping",2013-10-24,18,22,"c"
19,"Kg. Air Putih, Taiping",2013-10-24,19,25,"c"
19,"Kg. Air Putih, Taiping",2013-10-24,20,23,"c"
19,"Kg. Air Putih, Taiping",2013-10-24,21,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,22,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,23,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-24,24,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,1,18,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,2,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,3,19,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,4,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,5,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,6,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,7,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,8,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,9,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,10,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,11,32,"c"
19,"Kg. Air Putih, Taiping",2013-10-25,12,35,"c"
19,"Kg. Air Putih, Taiping",2013-10-25,13,22,"c"
19,"Kg. Air Putih, Taiping",2013-10-25,14,26,"c"
19,"Kg. Air Putih, Taiping",2013-10-25,15,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,16,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,17,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,18,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,19,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,20,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,21,23,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,22,26,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,23,27,"*"
19,"Kg. Air Putih, Taiping",2013-10-25,24,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,1,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,2,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,3,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,4,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,5,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,6,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,7,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,8,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,9,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,10,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,11,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,12,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,13,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,14,36,"c"
19,"Kg. Air Putih, Taiping",2013-10-26,15,36,"c"
19,"Kg. Air Putih, Taiping",2013-10-26,16,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,17,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,18,35,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,19,35,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,20,36,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,21,37,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,22,35,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,23,34,"*"
19,"Kg. Air Putih, Taiping",2013-10-26,24,33,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,1,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,2,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,3,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,4,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,5,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,6,32,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,7,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,8,31,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,9,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,10,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,11,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,12,29,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,13,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,14,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,15,30,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,16,28,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,17,28,"c"
19,"Kg. Air Putih, Taiping",2013-10-27,18,26,"c"
19,"Kg. Air Putih, Taiping",2013-10-27,19,25,"c"
19,"Kg. Air Putih, Taiping",2013-10-27,20,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,21,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,22,20,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,23,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-27,24,21,"*"
19,"Kg. Air Putih, Taiping",2013-10-28,1,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-28,2,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-28,3,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-28,4,22,"*"
19,"Kg. Air Putih, Taiping",2013-10-28,5,22,"*"
