"Station.No","Location","Date","Hour","API","Pollutant"
19,"Kg. Air Putih, Taiping",2014-03-23,1,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,2,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,3,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,4,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,5,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,6,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,7,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,8,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,9,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,10,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,11,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,12,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,13,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,14,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,15,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,16,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,17,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,18,49,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,19,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,20,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,21,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,22,45,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,23,45,"*"
19,"Kg. Air Putih, Taiping",2014-03-23,24,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,1,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,2,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,3,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,4,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,5,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,6,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,7,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,8,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,9,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,10,45,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,11,44,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,12,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,13,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,14,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,15,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,16,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,17,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,18,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,19,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,20,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,21,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,22,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,23,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-24,24,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,1,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,2,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,3,47,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,4,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,5,45,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,6,45,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,7,45,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,8,44,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,9,44,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,10,44,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,11,43,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,12,40,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,13,38,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,14,39,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,15,38,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,16,39,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,17,41,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,18,42,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,19,44,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,20,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,21,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,22,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,23,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-25,24,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,1,49,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,2,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,3,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,4,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,5,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,6,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,7,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,8,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,9,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,10,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,11,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,12,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,13,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,14,55,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,15,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,16,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,17,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,18,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,19,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,20,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,21,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,22,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,23,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-26,24,59,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,1,60,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,2,60,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,3,60,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,4,61,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,5,62,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,6,62,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,7,62,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,8,62,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,9,62,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,10,62,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,11,63,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,12,63,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,13,63,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,14,63,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,15,62,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,16,61,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,17,60,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,18,60,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,19,59,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,20,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,21,58,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,22,57,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,23,57,"*"
19,"Kg. Air Putih, Taiping",2014-03-27,24,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,1,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,2,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,3,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,4,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,5,55,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,6,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,7,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,8,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,9,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,10,56,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,11,55,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,12,54,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,13,54,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,14,54,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,15,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,16,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,17,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,18,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,19,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,20,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,21,53,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,22,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,23,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-28,24,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,1,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,2,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,3,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,4,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,5,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,6,49,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,7,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,8,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,9,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,10,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,11,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,12,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,13,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,14,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,15,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,16,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,17,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,18,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,19,46,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,20,44,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,21,43,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,22,42,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,23,41,"*"
19,"Kg. Air Putih, Taiping",2014-03-29,24,40,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,1,40,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,2,40,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,3,39,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,4,39,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,5,41,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,6,39,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,7,35,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,8,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,9,34,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,10,33,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,11,33,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,12,33,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,13,33,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,14,32,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,15,31,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,16,30,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,17,27,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,18,27,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,19,27,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,20,28,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,21,29,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,22,29,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,23,29,"*"
19,"Kg. Air Putih, Taiping",2014-03-30,24,30,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,1,31,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,2,32,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,3,33,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,4,32,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,5,30,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,6,30,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,7,29,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,8,29,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,9,29,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,10,30,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,11,30,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,12,30,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,13,31,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,14,33,"c"
19,"Kg. Air Putih, Taiping",2014-03-31,15,36,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,16,42,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,17,48,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,18,50,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,19,51,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,20,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,21,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,22,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,23,52,"*"
19,"Kg. Air Putih, Taiping",2014-03-31,24,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,1,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,2,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,3,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,4,50,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,5,50,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,6,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,7,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,8,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,9,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,10,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,11,51,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,12,50,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,13,49,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,14,47,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,15,44,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,16,37,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,17,31,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,18,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,19,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,20,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,21,25,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,22,25,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,23,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-01,24,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,1,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,2,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,3,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,4,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,5,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,6,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,7,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,8,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,9,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,10,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,11,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,12,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,13,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,14,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,15,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,16,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,17,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,18,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,19,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,20,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,21,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,22,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,23,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-02,24,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,1,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,2,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,3,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,4,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,5,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,6,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,7,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,8,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,9,26,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,10,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,11,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,12,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,13,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,14,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,15,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,16,32,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,17,31,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,18,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,19,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,20,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,21,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,22,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,23,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-03,24,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,1,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,2,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,3,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,4,31,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,5,32,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,6,32,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,7,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,8,34,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,9,35,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,10,34,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,11,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,12,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,13,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,14,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,15,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,16,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,17,35,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,18,35,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,19,36,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,20,37,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,21,40,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,22,45,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,23,45,"*"
19,"Kg. Air Putih, Taiping",2014-04-04,24,45,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,1,44,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,2,43,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,3,42,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,4,41,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,5,39,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,6,39,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,7,38,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,8,38,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,9,37,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,10,36,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,11,36,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,12,36,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,13,35,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,14,33,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,15,32,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,16,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,17,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,18,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,19,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,20,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,21,25,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,22,21,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,23,20,"*"
19,"Kg. Air Putih, Taiping",2014-04-05,24,31,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,1,56,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,2,21,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,3,21,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,4,21,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,5,20,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,6,20,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,7,19,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,8,18,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,9,18,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,10,18,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,11,18,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,12,18,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,13,18,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,14,17,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,15,17,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,16,16,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,17,16,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,18,15,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,19,15,"c"
19,"Kg. Air Putih, Taiping",2014-04-06,20,13,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,21,12,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,22,12,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,23,11,"*"
19,"Kg. Air Putih, Taiping",2014-04-06,24,11,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,1,11,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,2,12,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,3,12,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,4,13,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,5,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,6,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,7,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,8,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,9,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,10,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,11,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,12,14,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,13,17,"c"
19,"Kg. Air Putih, Taiping",2014-04-07,14,17,"c"
19,"Kg. Air Putih, Taiping",2014-04-07,15,20,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,16,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,17,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,18,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,19,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,20,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,21,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,22,27,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,23,28,"*"
19,"Kg. Air Putih, Taiping",2014-04-07,24,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,1,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,2,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,3,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,4,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,5,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,6,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,7,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,8,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,9,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,10,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,11,29,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,12,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,13,30,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,14,0,"0"
19,"Kg. Air Putih, Taiping",2014-04-08,15,0,"0"
19,"Kg. Air Putih, Taiping",2014-04-08,16,0,"0"
19,"Kg. Air Putih, Taiping",2014-04-08,17,0,"0"
19,"Kg. Air Putih, Taiping",2014-04-08,18,0,"0"
19,"Kg. Air Putih, Taiping",2014-04-08,19,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,20,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,21,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,22,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,23,25,"*"
19,"Kg. Air Putih, Taiping",2014-04-08,24,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,1,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,2,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,3,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,4,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,5,23,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,6,23,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,7,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,8,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,9,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,10,23,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,11,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,12,24,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,13,23,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,14,23,"*"
19,"Kg. Air Putih, Taiping",2014-04-09,15,23,"*"
